lat,lon,time,bssid,quality,rssi,essid
-31.976429,115.817472,20-09-12-15-49-55,A0:CF:5B:3D:5F:90,25/70,-85,Unifi
-31.976429,115.817472,20-09-12-15-49-55,A0:CF:5B:3F:69:30,40/70,-70,Unifi
-31.976429,115.817472,20-09-12-15-49-55,A0:CF:5B:3F:87:E0,43/70,-67,Unifi
-31.976429,115.817472,20-09-12-15-49-55,A0:CF:5B:3F:69:3F,39/70,-71,Unifi
-31.976429,115.817472,20-09-12-15-49-55,A0:CF:5B:3F:87:EF,36/70,-74,Unifi
-31.976379,115.817472,20-09-12-15-50-07,A0:CF:5B:3D:5F:90,38/70,-72,Unifi
-31.976379,115.817472,20-09-12-15-50-07,A0:CF:5B:3F:69:30,27/70,-83,Unifi
-31.976379,115.817472,20-09-12-15-50-07,A0:CF:5B:3F:87:E0,39/70,-71,Unifi
-31.976379,115.817472,20-09-12-15-50-07,A0:CF:5B:3F:69:3F,39/70,-71,Unifi
-31.976379,115.817472,20-09-12-15-50-07,A0:CF:5B:3F:87:EF,50/70,-60,Unifi
-31.976329,115.817472,20-09-12-15-50-19,A0:CF:5B:3D:5F:90,38/70,-72,Unifi
-31.976329,115.817472,20-09-12-15-50-19,A0:CF:5B:3F:69:30,27/70,-83,Unifi
-31.976329,115.817472,20-09-12-15-50-19,A0:CF:5B:3F:87:E0,27/70,-83,Unifi
-31.976329,115.817472,20-09-12-15-50-19,A0:CF:5B:3F:87:EF,35/70,-75,Unifi
